-3.068551,152.63315
-3.068571,152.633136
-3.068575,152.633103
-3.068631,152.633075
-3.068631,152.633075
-3.068631,152.633075
-3.068713,152.632953
-3.068711,152.632878
-3.068696,152.632446
-3.068771,152.63217
-3.068923,152.631906
-3.069311,152.631451
-3.070083,152.630856
-3.07077,152.63034
-3.0711,152.63006
-3.07113,152.629996
-3.07113,152.629938
-3.071105,152.62979
-3.071166,152.629351
-3.07116,152.62933
-3.071131,152.629293
-3.070998,152.629191
-3.070938,152.629171
-3.070848,152.629158
-3.070833,152.629145
-3.070825,152.629126
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070821,152.629108
-3.070495,152.629035
-3.070448,152.62905
-3.070336,152.629125
-3.069015,152.63002
-3.068563,152.630133
-3.067548,152.630146
-3.067288,152.630109
-3.067243,152.63013
-3.067206,152.630164
-3.067183,152.630208
-3.066953,152.631459
-3.066785,152.633308
-3.066888,152.63421
-3.067108,152.634891
-3.06727,152.635166
-3.067261,152.6352
-3.067241,152.635226
-3.067178,152.635268
-3.066261,152.63573
-3.065096,152.636301
-3.064468,152.636671
-3.06417,152.636945
-3.06406,152.636963
-3.063745,152.63693
-3.063328,152.636795
-3.063046,152.63668
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062793,152.636708
-3.062841,152.636685
-3.062741,152.636659
-3.06266,152.636668
-3.062501,152.636725
-3.062351,152.636828
-3.062235,152.636965
-3.062165,152.637108
-3.062118,152.637423
-3.062098,152.637951
-3.062168,152.638141
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062185,152.638161
-3.062195,152.638123
-3.062215,152.63812
-3.062233,152.638105
-3.062246,152.638083
-3.062248,152.638051
-3.062236,152.638018
-3.062116,152.637756
-3.062171,152.63718
-3.06222,152.63705
-3.062366,152.636855
-3.062536,152.636741
-3.062776,152.63667
-3.06297,152.636673
-3.06323,152.636753
-3.063865,152.636965
-3.06413,152.636971
-3.064231,152.636935
-3.064363,152.63683
-3.064785,152.636493
-3.066251,152.635723
-3.06729,152.635216
-3.067306,152.635173
-3.067303,152.635123
-3.066833,152.633495
-3.066965,152.631898
-3.06725,152.63025
-3.06728,152.630208
-3.067325,152.630176
-3.067388,152.63016
-3.069128,152.63
-3.0707,152.628865
-3.07224,152.627691
-3.073945,152.626721
-3.074821,152.62629
-3.077078,152.625688
-3.079075,152.625241
-3.079503,152.62523
-3.079928,152.625366
-3.080451,152.625713
-3.080656,152.62599
-3.080728,152.626191
-3.080738,152.626783
-3.080633,152.628098
-3.080705,152.628296
-3.080835,152.62846
-3.081096,152.62864
-3.081593,152.628936
-3.08176,152.629165
-3.081843,152.629446
-3.08183,152.629751
-3.081695,152.63058
-3.081795,152.630866
-3.081993,152.631093
-3.08226,152.631236
-3.082558,152.6313
-3.084766,152.631146
-3.087106,152.630978
-3.08792,152.631113
-3.088553,152.63145
-3.088956,152.631851
-3.089271,152.632416
-3.089565,152.633451
-3.089551,152.633483
-3.089523,152.633505
-3.089486,152.63351
-3.089446,152.633495
-3.089251,152.633413
-3.089136,152.633415
-3.089013,152.633466
-3.088888,152.633581
-3.088706,152.633855
-3.088681,152.633946
-3.088686,152.634043
-3.0889,152.634723
-3.088876,152.634825
-3.088785,152.63499
-3.0882,152.635576
-3.088085,152.635631
-3.088053,152.63563
-3.08803,152.635621
-3.087995,152.635591
-3.087976,152.635571
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087975,152.635568
-3.087838,152.63567
-3.088088,152.635608
-3.088835,152.634898
-3.088881,152.63477
-3.088891,152.634658
-3.088855,152.634496
-3.088686,152.633983
-3.088693,152.633906
-3.088748,152.63379
-3.088983,152.633508
-3.089101,152.633433
-3.089165,152.63342
-3.089245,152.633428
-3.089328,152.633463
-3.08946,152.633538
-3.089481,152.633538
-3.089505,152.633533
-3.089525,152.633516
-3.089541,152.63349
-3.089548,152.633413
-3.089523,152.633314
-3.089121,152.632078
-3.088403,152.63132
-3.087875,152.63107
-3.087596,152.631
-3.0872,152.630951
-3.084775,152.631103
-3.083955,152.631155
-3.083091,152.631226
-3.082388,152.631236
-3.082055,152.631125
-3.081863,152.630978
-3.081741,152.630783
-3.081671,152.630535
-3.081686,152.63025
-3.081821,152.629365
-3.081751,152.629106
-3.081661,152.628968
-3.081411,152.628761
-3.080773,152.628396
-3.080635,152.628148
-3.080605,152.627948
-3.080653,152.626076
-3.080573,152.625911
-3.080376,152.625685
-3.079945,152.625393
-3.079476,152.625226
-3.079101,152.625218
-3.077261,152.62562
-3.075128,152.626186
-3.073738,152.62678
-3.072275,152.627636
-3.0709,152.628676
-3.070835,152.628743
-3.070828,152.62878
-3.070841,152.628821
-3.071295,152.62942
-3.071356,152.629581
-3.071365,152.629745
-3.07133,152.629861
-3.071283,152.629921
-3.071011,152.630138
-3.070565,152.630445
-3.070118,152.630791
-3.069421,152.631371
-3.068838,152.631838
-3.068776,152.631986
-3.068575,152.63277
-3.06862,152.633098
-3.06861,152.633114
-3.068591,152.63313
-3.068546,152.633151
-3.068446,152.633178
-3.068436,152.633195
-3.068433,152.633206
-3.068446,152.633176
-3.068445,152.633163
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068441,152.633151
-3.068525,152.633206
-3.068538,152.6332
-3.068645,152.633114
-3.068695,152.633073
-3.068725,152.633028
-3.068753,152.63293
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.06874,152.632765
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.068703,152.632733
-3.06867,152.632493
-3.068781,152.632096
-3.068913,152.6319
-3.0694,152.631373
-3.070036,152.630885
-3.070568,152.630478
-3.070611,152.630431
-3.070616,152.630409
-3.070628,152.63035
-3.070655,152.63032
-3.070676,152.630306
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070676,152.630305
-3.070938,152.630173
-3.071325,152.629866
-3.0714,152.629726
-3.071428,152.629566
-3.071403,152.629408
-3.071306,152.629211
-3.07118,152.629056
-3.071053,152.628931
-3.070931,152.628721
-3.070906,152.628713
-3.070875,152.628713
-3.070808,152.628735
-3.070226,152.629195
-3.069975,152.629378
-3.069913,152.629395
-3.069895,152.629408
-3.069828,152.629503
